,Unnamed: 0,index,h-index,h5-index,i10-index,i10-5-index,institution,name,url,n citations,n5 citations,field,gender,gender_prob,count_name
9537,9538,213,16,10,22,10,RWTH Aachen University,Uwe Klemradt,https://scholar.google.com//citations?user=lMX4jgoAAAAJ&hl=en,772,336,1,male,1.0,47
9538,9539,214,14,11,15,11,,Nikolay Vvedenskii,https://scholar.google.com//citations?user=1cRxgEgAAAAJ&hl=en,771,529,1,male,1.0,47
9539,9540,215,13,11,18,12,University of Warsaw,Jarosław Żygierewicz,https://scholar.google.com//citations?user=RvfdGUgAAAAJ&hl=en,769,455,1,male,1.0,13
9540,9541,216,14,12,22,14,"Mohanlal Sukhadia University, Udaipur",Lakshmi Nambakkat,https://scholar.google.com//citations?user=P2WM7lAAAAAJ&hl=en,769,513,1,female,0.9,68
9541,9542,217,12,12,13,12,University of Otago,Yu-Hui Chen,https://scholar.google.com//citations?user=vIEvAE0AAAAJ&hl=en,770,720,1,,,
9542,9543,218,14,14,17,16,,Malte F. Stuecker,https://scholar.google.com//citations?user=SIz5A80AAAAJ&hl=en,769,753,1,male,1.0,21
9543,9544,219,15,8,26,7,,F M Hashimzade F M Gashimzade,https://scholar.google.com//citations?user=0RpiVvsAAAAJ&hl=en,769,234,1,male,0.67,6
9544,9545,220,15,15,19,16,,Saswata Bhattacharya,https://scholar.google.com//citations?user=I6wfmLgAAAAJ&hl=en,769,674,1,,,
9545,9546,221,16,12,26,14,,seshubai v,https://scholar.google.com//citations?user=lYXoQG0AAAAJ&hl=en,771,389,1,,,
9546,9547,222,14,10,25,12,Saha Institute of Nuclear Physics,M Saha Sarkar,https://scholar.google.com//citations?user=i5SqkgsAAAAJ&hl=en,769,367,1,male,0.74,158
9547,9548,223,12,9,15,9,Lomonosov Moscow State University,Vladimir N. Samoilov,https://scholar.google.com//citations?user=Bl8xv9gAAAAJ&hl=en,769,407,1,male,1.0,299
9548,9549,224,12,9,12,9,University of Miami,Sunxiang Huang,https://scholar.google.com//citations?user=ruCjiBYAAAAJ&hl=en,768,586,1,,,
9549,9550,225,17,17,24,20,,Prof. Ramesh Chandra Mallik,https://scholar.google.com//citations?user=3k5NdWoAAAAJ&hl=en,768,668,1,male,1.0,146
9550,9551,226,7,7,7,7,University of Oxford,Frédéric A. Dreyer,https://scholar.google.com//citations?user=YxO60fAAAAAJ&hl=en,768,768,1,male,0.99,440
9551,9552,227,15,15,20,20,,Cao Minh Thi,https://scholar.google.com//citations?user=G17ob-8AAAAJ&hl=en,768,756,1,female,0.75,8
9552,9553,228,14,12,22,14,Universidad Nacional de Colombia,O. Almanza,https://scholar.google.com//citations?user=bzYjEPQAAAAJ&hl=en,768,445,1,,,
9553,9554,229,15,14,20,20,,Dr. Ajay Kumar,https://scholar.google.com//citations?user=BeOMZP0AAAAJ&hl=en,768,620,1,male,0.99,282
9554,9555,230,16,5,21,1,"Alzahra University, Tehran",Amir Aghamohammadi,https://scholar.google.com//citations?user=nf6oVDcAAAAJ&hl=en,767,89,1,male,1.0,508
9555,9556,231,18,14,28,19,,"Dott. Francesco Caridi, Ph.D.",https://scholar.google.com//citations?user=agHBtp0AAAAJ&hl=en,766,476,1,,,
9556,9557,232,16,14,21,21,"Gurukula Kangri Vishwavidyalaya, Haridwar",Dr. L.P. Purohit,https://scholar.google.com//citations?user=ns3obQEAAAAJ&hl=en,766,695,1,,,
9557,9558,233,17,14,22,21,,MARIAPPAN CHINNASAMY RAMARAJ,https://scholar.google.com//citations?user=gmy_3QsAAAAJ&hl=en,767,565,1,male,1.0,3
9558,9559,234,15,12,20,14,,Kalpana G,https://scholar.google.com//citations?user=pxcsFzwAAAAJ&hl=en,767,353,1,female,1.0,29
9559,9560,235,13,11,19,13,Gachon University,Heongkyu Ju,https://scholar.google.com//citations?user=Fw6QZb4AAAAJ&hl=en,767,358,1,,,
9560,9561,236,15,12,21,17,University of Nevada Reno,Hiroshi Sawada,https://scholar.google.com//citations?user=NyLlvAIAAAAJ&hl=en,767,510,1,male,1.0,19
9561,9562,237,15,12,29,22,University of Oslo,Alexander Azarov,https://scholar.google.com//citations?user=dV2Xzw4AAAAJ&hl=en,766,586,1,male,1.0,1645
9562,9563,238,17,17,22,21,,Amilcar Bedoya Pinto,https://scholar.google.com//citations?user=huxRWLIAAAAJ&hl=en,766,709,1,male,1.0,26
9563,9564,239,15,13,19,18,,Dušan Zorica,https://scholar.google.com//citations?user=INLQnEcAAAAJ&hl=en,765,666,1,male,0.97,39
9564,9565,240,16,14,21,21,"Gurukula Kangri University, Haridwar", L. P. Purohit,https://scholar.google.com//citations?user=vIBR9VIAAAAJ&hl=en,766,695,1,,,
9565,9566,241,15,10,18,10,University of Lille,Daniel Peláez,https://scholar.google.com//citations?user=wEkb-0MAAAAJ&hl=en,766,368,1,male,1.0,8180
9566,9567,242,15,12,23,17,Nagoya University,Tomohiro Sogabe,https://scholar.google.com//citations?user=Yi3VvMIAAAAJ&hl=en,766,529,1,male,1.0,11
9567,9568,243,15,9,18,8,Leiden University,Gareth J Beirne,https://scholar.google.com//citations?user=z6O695sAAAAJ&hl=en,765,321,1,male,0.97,475
9568,9569,244,14,10,21,10,Golestan University,Mohsen Shadmehri,https://scholar.google.com//citations?user=Tf8t5O8AAAAJ&hl=en,765,324,1,male,1.0,83
9569,9570,245,15,12,24,17,"Anna University, Chennai",Arumugam Mahalingam,https://scholar.google.com//citations?user=zQIaMKAAAAAJ&hl=en,765,502,1,,,
9570,9571,246,18,18,24,24,,ali yadollahpour,https://scholar.google.com//citations?user=DQmlrGIAAAAJ&hl=en,765,753,1,male,0.85,3351
9571,9572,247,15,11,30,16,"Jan Dlugosz University, Czestochowa",Arkadiusz Mandowski,https://scholar.google.com//citations?user=ORx4SswAAAAJ&hl=en,764,456,1,male,1.0,18
9572,9573,248,15,11,19,15,,Roman Holomb,https://scholar.google.com//citations?user=WGTqsNcAAAAJ&hl=en,764,489,1,male,1.0,449
9573,9574,249,15,7,27,5,,Alejandro Cabo,https://scholar.google.com//citations?user=DYfFSwsAAAAJ&hl=en,764,239,1,male,1.0,1951
9574,9575,250,18,14,24,18,"University of Bari ""Aldo Moro""",francesco p. mezzapesa,https://scholar.google.com//citations?user=6rNdE6UAAAAJ&hl=en,764,570,1,male,1.0,1093
9575,9576,251,11,10,12,11,,Burton Neuner III,https://scholar.google.com//citations?user=PRg2r18AAAAJ&hl=en,764,651,1,male,0.94,16
9576,9577,252,17,16,24,24,Lund University,Elias Kristensson,https://scholar.google.com//citations?user=GW8HU1MAAAAJ&hl=en,764,638,1,male,1.0,372
9577,9578,253,17,13,29,19,Rajshahi University,Saleh Hasan Naqib,https://scholar.google.com//citations?user=r10IiGoAAAAJ&hl=en,764,460,1,male,1.0,64
9578,9579,254,11,8,11,7,,Chase Boulware,https://scholar.google.com//citations?user=6FALO24AAAAJ&hl=en,764,296,1,male,0.96,306
9579,9580,255,14,12,15,12,,lou wenjing,https://scholar.google.com//citations?user=9Ut9v4MAAAAJ&hl=en,764,545,1,female,0.69,360
9580,9581,256,17,10,24,11,,Andrew DeBenedictis,https://scholar.google.com//citations?user=68boVXgAAAAJ&hl=en,763,337,1,male,1.0,5168
9581,9582,257,16,12,26,20,Indian Institute of Science Education and Research Thiruvananthapuram,Ramesh Nath,https://scholar.google.com//citations?user=GQvIXp0AAAAJ&hl=en,764,507,1,male,1.0,146
9582,9583,258,15,13,20,19,,bosko gajic,https://scholar.google.com//citations?user=vzlrYL4AAAAJ&hl=en,764,623,1,male,1.0,6
9583,9584,259,16,7,28,3,University of Guanajuato,Modesto Sosa,https://scholar.google.com//citations?user=qO2PKtwAAAAJ&hl=en,763,290,1,male,1.0,8
9584,9585,260,14,9,24,9,Kazan Federal University,Albert Aganov,https://scholar.google.com//citations?user=Oi2jRhgAAAAJ&hl=en,763,304,1,male,0.99,723
9585,9586,261,16,16,26,25,,"Dr. V. SenthilKumar,  Senior Lecturer",https://scholar.google.com//citations?user=h57bjeoAAAAJ&hl=en,763,688,1,,,
9586,9587,262,15,12,24,18,,Vodopyanov Alexander (Водопьянов Александр) Vodopianov Vodop'yanov,https://scholar.google.com//citations?user=K_6x6VAAAAAJ&hl=en,763,509,1,,,
9587,9588,263,15,11,30,16,Maria Curie-Skłodowska University,Radosław Zaleski,https://scholar.google.com//citations?user=GKvdWAQAAAAJ&hl=en,763,503,1,male,1.0,6
9588,9589,264,13,13,24,19,National Center for Physics,M.S. Awan,https://scholar.google.com//citations?user=RioLoE4AAAAJ&hl=en,762,655,1,,,
9589,9590,265,14,7,21,3,,"Igor Svechkarev, Игорь Свечкарев",https://scholar.google.com//citations?user=v9FaTqAAAAAJ&hl=en,763,196,1,male,1.0,22
9590,9591,266,18,18,26,25,"Dalian Institute of Chemical Physics, Chinese Academy of Sciences",Yuefeng Liu,https://scholar.google.com//citations?user=XtMoCvsAAAAJ&hl=en,762,754,1,male,1.0,2
9591,9592,267,16,13,25,18,Universidad Tecnica Federico Santa Maria,CARLOS GARCIA GARCIA,https://scholar.google.com//citations?user=k2oQ2A4AAAAJ&hl=en,761,501,1,male,1.0,5149
9592,9593,268,9,9,9,9,,Steven Habraken,https://scholar.google.com//citations?user=nsaNsRgAAAAJ&hl=en,762,605,1,male,1.0,2600
9593,9594,269,17,15,29,25,University of Oulu,Wei Cao,https://scholar.google.com//citations?user=bO2eGeMAAAAJ&hl=en,762,599,1,female,0.54,203
9594,9595,270,14,9,22,9,Univ. of Las Palmas de Gran Canaria,Jesús García Rubiano,https://scholar.google.com//citations?user=YuOlFkYAAAAJ&hl=en,762,317,1,male,1.0,309
9595,9596,271,14,11,23,12,Burdwan University,Bishnucharan Sarkar,https://scholar.google.com//citations?user=fjmoVq4AAAAJ&hl=en,761,527,1,,,
9596,9597,272,16,9,26,9,Adam Mickiewicz University,Marceli Koralewski,https://scholar.google.com//citations?user=GHPKHHIAAAAJ&hl=en,761,248,1,,,
9597,9598,273,15,14,25,24,Sardar Patel University,Sunil Chaki,https://scholar.google.com//citations?user=wVxcfvMAAAAJ&hl=en,761,721,1,male,1.0,280
9598,9599,274,8,7,8,6,Tennessee Technological University,Paula V. Engelhardt,https://scholar.google.com//citations?user=XfW7wG8AAAAJ&hl=en,761,401,1,female,0.99,2298
9599,9600,275,14,12,18,15,Science and Technology Facilities Council,Chris Spindloe,https://scholar.google.com//citations?user=bRp57qMAAAAJ&hl=en,761,546,1,male,0.93,8631
9600,9601,276,13,10,15,10,"Institute of Physics, Zagreb",Osor S. Barišić,https://scholar.google.com//citations?user=ybmTaLEAAAAJ&hl=en,761,606,1,male,1.0,1
9601,9602,277,12,8,13,7,,Вадим Привалов (Vadim E Privalov),https://scholar.google.com//citations?user=yZiAV2UAAAAJ&hl=en,761,478,1,male,1.0,9
9602,9603,278,16,14,20,19,Rice University,Ryan R. Cheng,https://scholar.google.com//citations?user=Mhr3qJIAAAAJ&hl=en,760,663,1,male,0.99,4755
9603,9604,279,14,13,18,17,,Norman Wagner,https://scholar.google.com//citations?user=fAgznD0AAAAJ&hl=en,760,589,1,male,1.0,243
9604,9605,280,15,11,24,13,,Vygintas Gontis,https://scholar.google.com//citations?user=p_r1WLQAAAAJ&hl=en,759,337,1,,,
9605,9606,281,16,13,22,18,University of Genova,Nicola Pinamonti,https://scholar.google.com//citations?user=vdX1d6kAAAAJ&hl=en,760,490,1,female,0.71,1226
9606,9607,282,16,10,18,10,,James Wanliss,https://scholar.google.com//citations?user=-Z1y9dAAAAAJ&hl=en,760,332,1,male,0.99,6359
9607,9608,283,14,9,18,9,"Institute of Physics, Chinese Academy of Sciences",Zhe Zhang,https://scholar.google.com//citations?user=ia2q8OMAAAAJ&hl=en,760,545,1,male,0.86,7
9608,9609,284,11,8,12,7,University of Otago,Timothy C.A. Molteno,https://scholar.google.com//citations?user=WPV-FskAAAAJ&hl=en,760,277,1,male,1.0,809
9609,9610,285,11,10,13,11,Technical University of Denmark,Peter Willendrup,https://scholar.google.com//citations?user=QpYLJ_oAAAAJ&hl=en,760,570,1,male,1.0,4373
9610,9611,286,14,7,25,4,,Vladimir Maidanov,https://scholar.google.com//citations?user=2QBftWoAAAAJ&hl=en,760,210,1,male,1.0,299
9611,9612,287,16,9,24,7,Institute of Physics,Volodymyr Krasnoholovets,https://scholar.google.com//citations?user=Bl3PcqIAAAAJ&hl=en,760,243,1,male,1.0,3
9612,9613,288,15,14,17,17,,Suraphong Yuma,https://scholar.google.com//citations?user=vHYvFaYAAAAJ&hl=en,759,727,1,,,
9613,9614,289,16,14,24,21,University of Chittagong,AKM Moinul Haque Meaze,https://scholar.google.com//citations?user=bc5apywAAAAJ&hl=en,759,651,1,male,1.0,4
9614,9615,290,16,14,23,20,Universidad de Antioquia,Leonardo A. Pachon,https://scholar.google.com//citations?user=Z1x3w3MAAAAJ&hl=en,759,626,1,male,1.0,886
9615,9616,291,17,13,23,18,Ben-Gurion University of the Negev,Arik Yochelis,https://scholar.google.com//citations?user=AVKPlK4AAAAJ&hl=en,758,475,1,male,1.0,11
9616,9617,292,13,11,13,11,,Anu Holm,https://scholar.google.com//citations?user=hkZpcNwAAAAJ&hl=en,758,386,1,female,0.92,151
9617,9618,293,15,12,19,15,Kafrelsheikh University,Prof.Taher Sharshar,https://scholar.google.com//citations?user=D_IGz6MAAAAJ&hl=en,758,483,1,,,
9618,9619,294,15,15,19,19,Cardiff University,Soumen Dhara,https://scholar.google.com//citations?user=t7IHkmsAAAAJ&hl=en,757,689,1,male,1.0,9
9619,9620,295,15,9,24,9,Gdansk University,Danuta Makowiec,https://scholar.google.com//citations?user=gZ1F0a4AAAAJ&hl=en,757,308,1,female,1.0,6
9620,9621,296,15,13,26,17,University of the South Pacific,Sushil Kumar,https://scholar.google.com//citations?user=SX6bg3cAAAAJ&hl=en,757,524,1,male,0.99,91
9621,9622,297,15,13,20,18,Tarbiat Modares University,manijhe mokhtari-dizaji,https://scholar.google.com//citations?user=Uw189UAAAAAJ&hl=en,757,545,1,,,
9622,9623,298,15,10,17,11,,Mikhail Mazo,https://scholar.google.com//citations?user=u9nOEF8AAAAJ&hl=en,757,376,1,male,1.0,57
9623,9624,299,8,8,7,5,,"Хімія, фізика та технологія поверхні | Chemistry, Physics and Technology of Surface",https://scholar.google.com//citations?user=A4GYMjgAAAAJ&hl=en,757,641,1,,,
9624,9625,300,14,10,20,11,,Bogdashov AA,https://scholar.google.com//citations?user=I3psrnMAAAAJ&hl=en,757,380,1,,,
9625,9626,301,14,13,18,16,Institute of Physics,Andrey Bril,https://scholar.google.com//citations?user=R5zOvBIAAAAJ&hl=en,756,617,1,male,0.99,147
9626,9627,302,13,10,14,11,,Dr. M. Gopikrishna,https://scholar.google.com//citations?user=x_HJ2psAAAAJ&hl=en,756,434,1,,,
9627,9628,303,15,15,18,18,Jahangirnagar University,Dr. Sharmin Sultana,https://scholar.google.com//citations?user=gUwcsYkAAAAJ&hl=en,756,692,1,female,1.0,9
9628,9629,304,15,12,18,15,Imperial College London,Ingo Mueller-Wodarg,https://scholar.google.com//citations?user=Y3OLVNgAAAAJ&hl=en,756,464,1,male,1.0,33
9629,9630,305,17,16,26,23,Institute of Atmospheric Physics,Xu Yue,https://scholar.google.com//citations?user=AeXy0XoAAAAJ&hl=en,755,678,1,male,0.67,54
9630,9631,306,13,10,16,10,,Ephim Golbraikh,https://scholar.google.com//citations?user=hai78Q4AAAAJ&hl=en,756,370,1,,,
9631,9632,307,14,11,18,11,,Alexander Ivanov,https://scholar.google.com//citations?user=apRgyloAAAAJ&hl=en,756,318,1,male,1.0,1645
9632,9633,308,16,13,19,16,Kettering University,Ronald Tackett,https://scholar.google.com//citations?user=7EFWzPsAAAAJ&hl=en,756,441,1,male,1.0,755
9633,9634,309,13,8,20,7,Space Research Institute,Otto Chkhetiani,https://scholar.google.com//citations?user=GzeOW1AAAAAJ&hl=en,755,389,1,male,1.0,90
9634,9635,310,17,13,21,14,Chinese University of Hong Kong,Lap-Ming Lin,https://scholar.google.com//citations?user=VU1O8MMAAAAJ&hl=en,753,479,1,,,
9635,9636,311,13,10,14,10,Uppsala University,Magdalena Larfors,https://scholar.google.com//citations?user=xEsFUSAAAAAJ&hl=en,754,574,1,female,1.0,411
9636,9637,312,13,10,14,10,Technion,Moshe Shuker,https://scholar.google.com//citations?user=fnLuEtcAAAAJ&hl=en,755,358,1,male,0.98,60
9637,9638,313,14,10,17,10,University of Puerto Rico at Humacao,Idalia Ramos,https://scholar.google.com//citations?user=2JFcTAoAAAAJ&hl=en,755,329,1,female,1.0,14
9638,9639,314,14,12,20,13,,Paulo R G Fernandes,https://scholar.google.com//citations?user=_5fJ2cIAAAAJ&hl=en,755,477,1,male,1.0,454
9639,9640,315,16,14,23,19,Federal University of Rio de Janeiro,Felipe A. Pinheiro,https://scholar.google.com//citations?user=IOW7XqYAAAAJ&hl=en,754,474,1,male,1.0,912
9640,9641,316,15,13,17,15,,Youhei Yamaji,https://scholar.google.com//citations?user=3Gy_W9kAAAAJ&hl=en,754,564,1,,,
9641,9642,317,12,12,13,13,Imperial College London,Jin Zhang,https://scholar.google.com//citations?user=SizvXLsAAAAJ&hl=en,754,754,1,male,0.56,98
9642,9643,318,15,14,19,16,,"Gregory Boutis, Ph.D.",https://scholar.google.com//citations?user=TbCl54oAAAAJ&hl=en,753,365,1,male,1.0,721
9643,9644,319,15,13,22,20,,Hua-Hua Fu,https://scholar.google.com//citations?user=ZigCh1sAAAAJ&hl=en,753,649,1,,,
9644,9645,320,11,10,11,10,Institute of physics NAS Ukraine,Ognysta Uliana,https://scholar.google.com//citations?user=7uiW7IkAAAAJ&hl=en,752,452,1,,,
9645,9646,321,13,12,13,12,Columbia University,Arunabh Batra (Arun),https://scholar.google.com//citations?user=zLQNE2QAAAAJ&hl=en,752,585,1,male,1.0,1
9646,9647,322,7,7,6,6,,Jun Wu,https://scholar.google.com//citations?user=HAVJLowAAAAJ&hl=en,752,749,1,male,0.94,189
9647,9648,323,8,7,8,6,,M.B. Kothale,https://scholar.google.com//citations?user=nGgU3qUAAAAJ&hl=en,752,330,1,female,1.0,1
9648,9649,324,11,10,11,10,University of Washington,Matthew Alkire,https://scholar.google.com//citations?user=dYgZGUQAAAAJ&hl=en,752,596,1,male,1.0,3338
9649,9650,325,15,14,21,17,Kastamonu University,Prof. Dr. Şeref TURHAN,https://scholar.google.com//citations?user=z7TVSSwAAAAJ&hl=en,751,568,1,male,0.95,20
9650,9651,326,17,16,24,22,Fudan University,Huangjun Zhu,https://scholar.google.com//citations?user=FHLSDR4AAAAJ&hl=en,751,659,1,,,
9651,9652,327,8,7,8,4,SUNY Old Westbury,Michael Kavic,https://scholar.google.com//citations?user=Wy_7mkUAAAAJ&hl=en,749,633,1,male,1.0,11094
9652,9653,328,10,10,10,10,,Yusuke T. MAEDA,https://scholar.google.com//citations?user=MwUmGEgAAAAJ&hl=en,749,545,1,male,1.0,28
9653,9654,329,15,15,25,21,,Shamik Gupta,https://scholar.google.com//citations?user=isjQwt8AAAAJ&hl=en,749,634,1,male,1.0,3
9654,9655,330,16,11,25,12,,Vizman Daniel,https://scholar.google.com//citations?user=lNnTr_kAAAAJ&hl=en,750,315,1,,,
9655,9656,331,10,10,10,10,Tel Aviv University,Yiming Pan (潘义明),https://scholar.google.com//citations?user=oOVS8uQAAAAJ&hl=en,750,750,1,male,1.0,1
9656,9657,332,13,12,19,14,Università degli Studi di Brescia,Maria Grazia Naso,https://scholar.google.com//citations?user=KnsaY9oAAAAJ&hl=en,749,429,1,female,0.99,8402
9657,9658,333,13,8,25,3,,s ghosh,https://scholar.google.com//citations?user=506UTDEAAAAJ&hl=en,751,283,1,male,0.67,42
9658,9659,334,15,12,18,12,"Al Azhar University-Gaza, Palestine",Prof. Dr. Naji Al Dahoudi,https://scholar.google.com//citations?user=4YyWUWYAAAAJ&hl=en,749,358,1,male,0.94,18
9659,9660,335,11,9,14,9,,S.V. Zhdanov,https://scholar.google.com//citations?user=DMuvGysAAAAJ&hl=en,749,188,1,,,
9660,9661,336,14,13,21,18,Tanta University,Talaat M. Meaz,https://scholar.google.com//citations?user=MBccl6UAAAAJ&hl=en,749,522,1,male,1.0,1
9661,9662,337,11,6,13,6,Cardiff University,A.C. Howman,https://scholar.google.com//citations?user=CyTXww0AAAAJ&hl=en,749,134,1,male,0.6,5
9662,9663,338,14,9,15,8,University of Coimbra,Maria Alexandra Pais,https://scholar.google.com//citations?user=bo4nsLwAAAAJ&hl=en,749,353,1,female,0.99,8402
9663,9664,339,16,12,25,18,State University of São Paulo,L Vicente de Andrade Scalvi,https://scholar.google.com//citations?user=GFmn_A4AAAAJ&hl=en,749,413,1,female,0.58,24
9664,9665,340,14,14,16,16,,Lukas Muechler,https://scholar.google.com//citations?user=4G0P4CwAAAAJ&hl=en,749,708,1,male,1.0,226
9665,9666,341,13,12,14,13,,James Douglass,https://scholar.google.com//citations?user=gTnW-VoAAAAJ&hl=en,749,319,1,male,0.99,6359
9666,9667,342,11,9,12,7,Abant İzzet Baysal University,Abdulkadir Senol,https://scholar.google.com//citations?user=2u3p8QUAAAAJ&hl=en,747,646,1,male,1.0,15
9667,9668,343,15,11,18,13,"Hebrew University, Jerusalem",Gilad Marcus,https://scholar.google.com//citations?user=kyYKGicAAAAJ&hl=en,748,498,1,male,1.0,21
9668,9669,344,14,14,18,18,Cambridge University,Bartomeu Monserrat,https://scholar.google.com//citations?user=NwcvLqsAAAAJ&hl=en,748,745,1,,,
9669,9670,345,14,10,19,10,,Vladimir Moiseenko,https://scholar.google.com//citations?user=gtjcNxgAAAAJ&hl=en,748,375,1,male,1.0,299
9670,9671,346,12,9,19,8,,Dimitrios Skarlatos,https://scholar.google.com//citations?user=BUT8lWMAAAAJ&hl=en,748,241,1,male,1.0,27
9671,9672,347,5,5,5,5,Johannes Kepler University Linz,Gerald Kettlgruber,https://scholar.google.com//citations?user=hgxdTCQAAAAJ&hl=en,747,716,1,male,0.99,380
9672,9673,348,14,14,20,20,Trinity College Dublin,Lewys Jones,https://scholar.google.com//citations?user=vBzOqZgAAAAJ&hl=en,748,747,1,,,
9673,9674,349,15,10,26,14,,Hassan Mehdian,https://scholar.google.com//citations?user=7pjcQ64AAAAJ&hl=en,747,406,1,male,0.99,612
9674,9675,350,15,7,19,5,Kuwait University,S.S.A. Razee,https://scholar.google.com//citations?user=usuMBWUAAAAJ&hl=en,747,207,1,,,
9675,9676,351,12,12,12,12,Indian Institute of Technology Bombay,Soumyendu Roy,https://scholar.google.com//citations?user=_u4sr7IAAAAJ&hl=en,746,671,1,,,
9676,9677,352,16,11,22,14,St. Jude Children's Research Hospital,Vadim Moskvin,https://scholar.google.com//citations?user=1Ucl0JYAAAAJ&hl=en,745,393,1,male,1.0,58
9677,9678,353,16,15,22,22,Max Planck Institute for Chemical Physics of Solids,Johannes Gooth,https://scholar.google.com//citations?user=drTutSEAAAAJ&hl=en,747,746,1,male,1.0,198
9678,9679,354,16,10,27,10,,S. A. Nouh,https://scholar.google.com//citations?user=F2JsXDgAAAAJ&hl=en,746,400,1,female,1.0,1
9679,9680,355,15,9,20,7,BME,Pál Koppa,https://scholar.google.com//citations?user=YmoEb00AAAAJ&hl=en,745,255,1,male,1.0,1
